modified,license,rightsHolder,bibliographicCitation,references,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,informationWithheld,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,lifeStage,preparations,otherCatalogNumbers,samplingProtocol,samplingEffort,eventDate,eventTime,year,month,day,verbatimEventDate,habitat,country,stateProvince,county,municipality,locality,locationRemarks,verbatimCoordinates,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceRemarks,identifiedBy,dateIdentified,scientificName,genus,specificEpithet,scientificNameAuthorship
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745490,FLMNH,MGCL,FLMNH,PreservedSpecimen,,9de1a662-4332-4272-abf4-f7e8d5723006,MGCL_1032356,,W.A. Miller,,female,,,,,,7/14/1979,,1979,7,14,7/14/1979,,United States,Michigan,Jackson,,"T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745491,FLMNH,MGCL,FLMNH,PreservedSpecimen,,7263de4b-9ba0-41a4-a8d9-14804e8e19cf,MGCL_1032357,,V.P. Lucas,,male,,,,,,7/10/1984,,1984,7,10,7/10/1984,,United States,Michigan,Jackson,,"Liberty Bog, 2700 Liberty Road, T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745492,FLMNH,MGCL,FLMNH,PreservedSpecimen,,9051b406-d371-452a-afbb-d7ee35f66555,MGCL_1032359,,V.P. Lucas,,male,,,,,,7/10/1984,,1984,7,10,7/10/1984,,United States,Michigan,Jackson,,"Liberty Bog, 2700 Liberty Road, T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745493,FLMNH,MGCL,FLMNH,PreservedSpecimen,,1b2e99e9-ab54-4044-a2de-fb0a6d6fe84d,MGCL_1032360,,V.P. Lucas,,male,,,,,,7/10/1984,,1984,7,10,7/10/1984,,United States,Michigan,Jackson,,"Liberty Bog, 2700 Liberty Road, T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745494,FLMNH,MGCL,FLMNH,PreservedSpecimen,,b46111ca-f56e-433e-a031-159e871a9e85,MGCL_1032361,,W.A. Miller,,male,,,,,,7/19/1983,,1983,7,19,7/19/1983,,United States,Michigan,Jackson,,Liberty twp S 29,,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745495,FLMNH,MGCL,FLMNH,PreservedSpecimen,,6cfe64ea-26e6-4d14-a272-0b1d8c463b80,MGCL_1032367,,V.P. Lucas,,male,,,,,,7/10/1984,,1984,7,10,7/10/1984,,United States,Michigan,Jackson,,"Liberty Bog, 2700 Liberty Road, T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745496,FLMNH,MGCL,FLMNH,PreservedSpecimen,,ddf08fbb-5b74-4ae4-9653-7b43d1abacd4,MGCL_1032369,,B. Hollister,,male,,,,,,7/18/1986,,1986,7,18,7/18/1986,,United States,Michigan,Livingston,,Jct. Fenton & Hibner Roads,,,42.778,-83.674,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745497,FLMNH,MGCL,FLMNH,PreservedSpecimen,,50924692-789e-4110-9541-c7d8aad23dd3,MGCL_1032370,,V.P. Lucas,,male,,,,,,7/10/1984,,1984,7,10,7/10/1984,,United States,Michigan,Jackson,,"Liberty Bog, 2700 Liberty Road, T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745498,FLMNH,MGCL,FLMNH,PreservedSpecimen,,4c490fc2-4df6-4df1-a8ef-844fc4a6bfb3,MGCL_1032372,,W.A. Miller,,male,,,,,,7/14/1979,,1979,7,14,7/14/1979,,United States,Michigan,Jackson,,"T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745499,FLMNH,MGCL,FLMNH,PreservedSpecimen,,0785ade3-fba5-4dc1-a39a-1be3b611708a,MGCL_1032381,,J.L. Boughner,,female,,,511,,,7/14/1967,,1967,7,14,7/14/1967,,United States,Minnesota,Polk,,,,,,,,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745500,FLMNH,MGCL,FLMNH,PreservedSpecimen,,756cb86f-c05f-4dda-a263-8e2df4679c3b,MGCL_1032382,,R.L. Huber,,male,,,,,,7/7/1968,,1968,7,7,7/7/1968,,United States,Minnesota,Pipestone,,1.5 mi S Pipestone,,,44.013,-96.322,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745501,FLMNH,MGCL,FLMNH,PreservedSpecimen,,72e97140-0c9a-4cad-bbce-1e52aa5016c5,MGCL_1032384,,L.D. Miller,,male,,,,,,7/5/1980,,1980,7,5,7/5/1980,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.398,-95.245,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745502,FLMNH,MGCL,FLMNH,PreservedSpecimen,,5e01eb4d-2a43-46d6-9a88-f8432c134312,MGCL_1032387,,J. Preston|F. Preston,,female,,,,,,7/6/1986,,1986,7,6,7/6/1986,,United States,Minnesota,Clay,,"E side of Clay County Quarry, SE of Felton",,,47.061,-96.433,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745503,http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745503,FLMNH,MGCL,FLMNH,PreservedSpecimen,,4b60bee3-7d8e-4cfd-87b6-99ae7527b71e,MGCL_1032388,,P. Klassen,,female,,,,,,6/24/1987,,1987,6,24,6/24/1987,,Canada,Manitoba,,,Stuartburn,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745504,FLMNH,MGCL,FLMNH,PreservedSpecimen,,c100521c-13dc-4108-bfbb-775192aa56b0,MGCL_1032390,,L.D. Miller,,male,,,,,,7/5/1980,,1980,7,5,7/5/1980,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.398,-95.245,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745505,FLMNH,MGCL,FLMNH,PreservedSpecimen,,9c076960-c3f8-46d3-95b1-24c54c517cc7,MGCL_1032392,,W.A. Miller,,male,,,,,,7/14/1979,,1979,7,14,7/14/1979,,United States,Michigan,Jackson,,"T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745506,http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745506,FLMNH,MGCL,FLMNH,PreservedSpecimen,,dd2be455-6be6-4179-8658-289f4f704fab,MGCL_1032395,,P. Klassen,,female,,,,,,6/24/1987,,1987,6,24,6/24/1987,,Canada,Manitoba,,,Stuartburn,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745507,FLMNH,MGCL,FLMNH,PreservedSpecimen,,566a14d7-aed6-4cba-9823-069c163bdff8,MGCL_1032397,,L.D. Miller,,male,,,,,,7/5/1980,,1980,7,5,7/5/1980,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.398,-95.245,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745508,FLMNH,MGCL,FLMNH,PreservedSpecimen,,5c96b8fa-851b-4268-924f-4dae8841ae42,MGCL_1032401,,W.A. Miller,,male,,,,,,7/14/1979,,1979,7,14,7/14/1979,,United States,Michigan,Jackson,,"T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745509,FLMNH,MGCL,FLMNH,PreservedSpecimen,,5eb2ffbb-5d4a-437b-b21a-4b66bd6063cb,MGCL_1032409,,J. Preston|F. Preston,,female,,,,,,7/7/1986,,1986,7,7,7/7/1986,,United States,South Dakota,Marshall,,W edge of Sica Hollow State Park,,,45.746,-97.227,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745510,FLMNH,MGCL,FLMNH,PreservedSpecimen,,acf2e892-1ce3-4dfc-9081-8d31fda1d82f,MGCL_1032414,,R.L. Huber,,female,,,,,,7/7/1968,,1968,7,7,7/7/1968,,United States,Minnesota,Pipestone,,1.5 mi S Pipestone,,,44.013,-96.322,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745511,FLMNH,MGCL,FLMNH,PreservedSpecimen,,ba2e2c1c-3e34-49d1-a648-9808698ff465,MGCL_1032416,,W.A. Miller,,male,,,,,,7/14/1979,,1979,7,14,7/14/1979,,United States,Michigan,Jackson,,"T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745512,FLMNH,MGCL,FLMNH,PreservedSpecimen,,0766dc14-8936-469a-8d99-3864700a4b79,MGCL_1032419,,J.C. Downey,,male,,,,,,6/30/1973,,1973,6,30,6/30/1973,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.398,-95.245,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745513,FLMNH,MGCL,FLMNH,PreservedSpecimen,,20365c15-fc38-44b2-990d-411e6a51e8dc,MGCL_1032423,,L.D. Miller,,male,,,,,,7/5/1980,,1980,7,5,7/5/1980,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.398,-95.245,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745514,FLMNH,MGCL,FLMNH,PreservedSpecimen,,c11c1c79-4202-4275-b448-46e7b09681d6,MGCL_1032427,,V.P. Lucas,,male,,,,,,7/10/1984,,1984,7,10,7/10/1984,,United States,Michigan,Jackson,,"Liberty Bog, 2700 Liberty Road, T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745515,FLMNH,MGCL,FLMNH,PreservedSpecimen,,2574bca2-2448-4897-a746-c1b7cac6f77f,MGCL_1032430,,R.L. Huber,,male,,,,,,7/7/1968,,1968,7,7,7/7/1968,,United States,Minnesota,Pipestone,,1.5 mi S Pipestone,,,44.013,-96.322,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745516,FLMNH,MGCL,FLMNH,PreservedSpecimen,,a71652aa-b9e5-4c0c-8d77-6585091b9f8f,MGCL_1032434,,L.D. Miller,,male,,,,,,6/29/1980,,1980,6,29,6/29/1980,,United States,Iowa,Dickinson,,Bergman Prairie,,,43.497,-95.147,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745517,FLMNH,MGCL,FLMNH,PreservedSpecimen,,257e051d-c511-4564-9ca9-df343d42ef77,MGCL_1032435,,B. Hollister,,female,,,,,,7/18/1986,,1986,7,18,7/18/1986,,United States,Michigan,Livingston,,Jct. Fenton & Hibner Roads,,,42.778,-83.674,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745518,FLMNH,MGCL,FLMNH,PreservedSpecimen,,2c3ee330-c6e6-4b84-a33b-af0f739f63cc,MGCL_1032445,,L.D. Miller,,male,,,,,,7/5/1980,,1980,7,5,7/5/1980,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.398,-95.245,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745519,FLMNH,MGCL,FLMNH,PreservedSpecimen,,8cc7376f-7891-4a22-934c-72127e0a3dae,MGCL_1032449,,J.C. Downey,,male,,,,,,7/4/1973,,1973,7,4,7/4/1973,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.398,-95.245,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745520,FLMNH,MGCL,FLMNH,PreservedSpecimen,,374f92ec-21c9-442c-817b-f67d7f975490,MGCL_1032455,,V.P. Lucas,,male,,,,,,7/10/1984,,1984,7,10,7/10/1984,,United States,Michigan,Jackson,,"Liberty Bog, 2700 Liberty Road, T4S, R1W, Sec. 29",,,42.092,-84.455,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745521,FLMNH,MGCL,FLMNH,PreservedSpecimen,,7075be14-3507-4c3d-a8cc-7371da7ab2ca,MGCL_1032459,,J. Preston|F. Preston,,female,,,,,,7/12/1985,,1985,7,12,7/12/1985,,United States,Minnesota,Clay,,"E side of Clay County Quarry, SE of Felton",,,47.061,-96.433,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745522,FLMNH,MGCL,FLMNH,PreservedSpecimen,,eb89923a-000f-4cc0-be76-f8e861f6450b,MGCL_1032461,,J.C. Downey,,male,,,,,,7/13/1972,,1972,7,13,7/13/1972,,United States,Iowa,Dickinson,,Cayler Prairie Preserve,,,43.398,-95.245,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745523,FLMNH,MGCL,FLMNH,PreservedSpecimen,,b6e49ecc-7c08-45f5-8749-bb525ecaa517,MGCL_1032467,,R.L. Huber,,male,,,,,,7/7/1968,,1968,7,7,7/7/1968,,United States,Minnesota,Pipestone,,1.5 mi S Pipestone,,,44.013,-96.322,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/publicdomain/zero/1.0/,"Florida Museum of Natural History, McGuire Center",Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=29745524,FLMNH,MGCL,FLMNH,PreservedSpecimen,,bd70498f-4bee-4e9e-95ec-0b0d188c24f7,MGCL_1032465,,S.M. Spomer,,male,,,,,,6/29/1985,,1985,6,29,6/29/1985,,United States,Minnesota,Lincoln,,Lake Benton,,,44.26,-96.29,WGS84,3000,M. Belitz,,GeoLocate,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
